word1,word2,sim
государство,сильное,3
государство,справедливое,3
государство,территория,3
государство,тюрьма,3
государство,это мы,3
свобода,слова,16
свобода,действий,7
свобода,полная,5
свобода,равенство,5
свобода,воля,4
свобода,счастье,3
серия,номер,57
серия,фильма,41
серия,кино,32
серия,паспорта,26
серия,фильм,24
серия,фильмов,22
серия,билета,20
серия,книг,13
серия,первая,10
серия,марок,9
серия,вторая,8
серия,последняя,8
серия,билет,7
серия,пятая,7
серия,ударов,7
серия,билетов,6
серия,лотерея,5
серия,опытов,4
серия,экспериментов,4
серия,интересная,3
серия,марка,3
серия,новая,3
серия,открыток,3
серия,паспорт,3
серия,спортлото,3
солнце,яркое,82
солнце,светит,42
солнце,луна,23
солнце,небо,16
солнце,жаркое,15
солнце,свет,15
солнце,красное,12
солнце,желтое,10
солнце,тепло,10
солнце,ярко,9
солнце,в зените,8
солнце,лето,7
солнце,печет,7
солнце,большое,6
солнце,горячее,6
солнце,день,6
солнце,светило,6
солнце,встало,5
солнце,жарко,5
солнце,пустыни,5
солнце,взошло,4
солнце,воздух,4
солнце,восходит,4
солнце,жизнь,4
солнце,звезда,4
солнце,море,4
солнце,белое,3
солнце,высоко,3
солнце,мое,3
солнце,палит,3
солнце,палящее,3
солнце,село,3
солнце,слепит,3
солнце,теплое,3
культура,речи,91
культура,поведения,35
культура,общения,26
культура,театр,20
культура,высокая,18
культура,искусство,16
культура,низкая,12
культура,русская,11
культура,народа,9
культура,быта,8
культура,слова,8
культура,бескультурье,7
культура,человека,7
культура,отсутствует,6
культура,древняя,5
культура,наука,5
культура,национальная,5
культура,советская,5
культура,востока,4
культура,книги,4
культура,мировая,4
культура,народов,4
культура,нации,4
культура,общества,4
культура,речь,4
культура,древнегреческая,3
культура,инков,3
культура,история,3
культура,массовая,3
культура,музей,3
культура,музыка,3
культура,народная,3
культура,наша,3
культура,образование,3
культура,общая,3
культура,поведение,3
культура,сельскохозяйственная,3
культура,скульптура,3
форма,школьная,18
форма,одежды,10
форма,военная,5
форма,парадная,5
форма,школа,4
форма,одежда,3
форма,спортивная,3
форма,тела,3
период,время,44
период,жизни,41
период,застоя,37
период,времени,26
период,хоккей,13
период,в жизни,8
период,жизнь,7
период,длинный,6
период,колебаний,6
период,отрезок,6
период,развития,6
период,вращения,5
период,год,5
период,застойный,5
период,распада,5
период,трудный,5
период,эра,5
период,беременности,4
период,войны,4
период,второй,4
период,года,4
период,длительный,4
период,долгий,4
период,истории,4
период,исторический,4
период,история,4
период,первый,4
период,полураспада,4
период,промежуток,4
период,тяжелый,4
период,цикл,4
период,этап,4
период,адаптации,3
период,детства,3
период,дождей,3
период,неблагоприятный,3
период,неудач,3
период,перестройки,3
период,переходный,3
период,сессия,3
период,сложный,3
период,учебы,3
период,частота,3
голос,звонкий,46
голос,громкий,41
голос,звук,17
голос,америки,13
голос,совести,13
голос,песня,12
голос,приятный,12
голос,тихий,10
голос,разума,8
голос,хриплый,8
голос,чужой,8
голос,высокий,7
голос,грубый,7
голос,сильный,7
голос,за кадром,5
голос,звучит,5
голос,колос,5
голос,красивый,5
голос,певца,5
голос,с небес,5
голос,сердца,5
голос,тембр,5
голос,человека,5
голос,внутренний,4
голос,волос,4
голос,друга,4
голос,крик,4
голос,нежный,4
голос,низкий,4
голос,ребенка,4
голос,рот,4
голос,диктора,3
голос,знакомый,3
голос,издалека,3
голос,мамы,3
голос,петь,3
голос,разговор,3
голос,родной,3
голос,с неба,3
смерть,жизнь,61
смерть,поэта,21
смерть,страх,18
смерть,горе,16
смерть,пришла,15
смерть,гроб,14
смерть,внезапная,13
смерть,ужас,12
смерть,мгновенная,11
смерть,героя,9
смерть,конец,9
смерть,фашистам,9
смерть,страшно,8
смерть,человека,8
смерть,с косой,7
смерть,старуха,7
смерть,под парусом,6
смерть,страшна,6
смерть,близкого,5
смерть,быстрая,5
смерть,врагам,5
смерть,друга,5
смерть,и жизнь,5
смерть,легкая,5
смерть,наступила,5
смерть,придет,5
смерть,ранняя,5
смерть,страшная,5
смерть,темнота,5
смерть,глупая,4
смерть,на взлете,4
смерть,покой,4
смерть,пустота,4
смерть,скоропостижная,4
смерть,ужасна,4
смерть,черная,4
смерть,белая,3
смерть,близка,3
смерть,все,3
смерть,захватчикам,3
смерть,кладбище,3
смерть,клиническая,3
смерть,негодяя,3
смерть,неизбежна,3
смерть,нелепая,3
смерть,плохо,3
смерть,покойник,3
смерть,предателю,3
смерть,скелет,3
смерть,труп,3
смерть,тяжелая,3
победа,над врагом,26
победа,за нами,21
победа,наша,20
победа,поражение,20
победа,радость,20
победа,виктория,19
победа,война,18
победа,полная,18
победа,над собой,17
победа,великая,16
победа,долгожданная,14
победа,беда,12
победа,ура,10
победа,в войне,9
победа,салют,9
победа,кинотеатр,8
победа,народа,8
победа,праздник,8
победа,счастье,8
победа,9 мая,7
победа,машина,6
победа,ура!,6
победа,большая,5
победа,будет за нами,5
победа,над фашизмом,5
победа,быстрая,4
победа,коммунизма,4
победа,пиррова,4
победа,триумф,4
победа,успех,4
победа,1945,3
победа,в спорте,3
победа,кино,3
победа,легкая,3
победа,моя,3
победа,одержана,3
победа,пришла,3
победа,разума,3
победа,рейхстаг,3
победа,скорая,3
победа,социализма,3
победа,трудная,3
победа,тяжелая,3
мастер,и маргарита,82
мастер,маргарита,44
мастер,на все руки,35
мастер,спорта,25
мастер,своего дела,23
мастер,дела,22
мастер,ломастер,18
мастер,дело,15
мастер,золотые руки,15
мастер,фломастер,12
мастер,ученик,8
мастер,слова,7
мастер,умелец,7
мастер,умелый,7
мастер,золотой,5
мастер,цеха,5
мастер,по свету,4
мастер,подмастерье,4
мастер,хороший,4
мастер,наставник,3
мастер,человек,3
лидер,группы,11
лидер,партии,7
лидер,вождь,5
лидер,гонки,4
лидер,первый,4
лидер,впереди,3
лидер,ельцин,3
лидер,соревнований,3
служба,быта,113
служба,в армии,45
служба,дружба,42
служба,армия,24
служба,знакомств,24
служба,работа,22
служба,военная,15
служба,идет,11
служба,безопасности,9
служба,солдат,8
служба,долгая,7
служба,милиция,6
служба,быт,5
служба,долг,5
служба,родине,5
служба,тяжелая,5
служба,знакомства,4
служба,медицинская,4
служба,нелегкая,4
служба,в са,3
служба,здоровья,3
служба,каторга,3
служба,опасная,3
служба,собака,3
девочка,маленькая,86
девочка,мальчик,68
девочка,припевочка,27
девочка,красивая,26
девочка,бантик,20
девочка,моя,15
девочка,женщина,14
девочка,косички,10
девочка,плачет,9
девочка,девушка,8
девочка,ребенок,8
девочка,хорошая,7
девочка,милая,6
девочка,синеглазая,6
девочка,умная,6
девочка,бант,5
девочка,бантики,4
девочка,большая,4
девочка,веселая,4
девочка,голубоглазая,4
девочка,играет,4
девочка,красавица,4
девочка,маленький,4
девочка,на шаре,4
девочка,платье,4
девочка,подруга,4
девочка,с бантиком,4
девочка,с косичками,4
девочка,симпатичная,4
девочка,хорошенькая,4
девочка,школьница,4
девочка,веревочка,3
девочка,глупая,3
девочка,добрая,3
девочка,дочка,3
девочка,дочь,3
девочка,дурочка,3
девочка,и мальчик,3
девочка,интердевочка,3
девочка,маша,3
девочка,моя синеглазая,3
девочка,невинность,3
девочка,ничего,3
девочка,подросток,3
девочка,с мячом,3
девочка,скромная,3
девочка,телка,3
девочка,шар,3
собака,злая,15
собака,баскервилей,5
собака,друг,5
собака,умная,5
собака,на сене,4
собака,друг человека,3
собака,кусачая,3
собака,лает,3
собака,породистая,3
газета,правда,62
газета,журнал,55
газета,свежая,44
газета,бумага,27
газета,читать,23
газета,интересная,22
газета,информация,12
газета,старая,12
газета,новости,11
газета,труд,10
газета,вечерняя,9
газета,комсомольская правда,8
газета,новая,8
газета,вчерашняя,7
газета,известия,7
газета,книга,6
газета,статья,6
газета,шрифт,6
газета,печать,5
газета,прочитана,5
газета,утренняя,5
газета,киоск,4
газета,литературная,4
газета,местная,4
газета,областная,4
газета,сегодняшняя,4
газета,центральная,4
газета,ежедневная,3
газета,лист,3
газета,московский комсомолец,3
газета,новость,3
газета,пионерская,3
газета,письмо,3
газета,почта,3
газета,хорошая,3
газета,чтение,3
номер,телефона,39
номер,квартиры,27
номер,дома,24
номер,в гостинице,21
номер,гостиница,21
номер,гостиницы,20
номер,первый,16
номер,билета,14
номер,комнаты,13
номер,телефон,12
номер,газета,9
номер,один,8
номер,1,7
номер,гостиничный,7
номер,пять,7
номер,цифра,7
номер,газеты,6
номер,два,6
номер,люкс,6
номер,машины,6
номер,по порядку,6
номер,порядковый,6
номер,число,6
номер,квартира,5
номер,комната,5
номер,2,4
номер,5,4
номер,большой,4
номер,занят,4
номер,отель,4
номер,паспорта,4
номер,помер,4
номер,порядок,4
номер,последний,4
номер,счастливый,4
номер,13,3
номер,6,3
номер,группы,3
номер,журнала,3
номер,машина,3
номер,не пройдет,3
номер,не прошел,3
номер,пустой,3
номер,свежий,3
номер,шесть,3
счет,в банке,25
счет,ресторан,5
счет,банк,3
счет,за обед,3
счет,открыт,3
счет,цифры,3
отец,мать,107
отец,родной,65
отец,семейства,36
отец,мой,34
отец,сын,18
отец,добрый,17
отец,папа,17
отец,дом,15
отец,хороший,10
отец,и сын,8
отец,строгий,8
отец,мужчина,7
отец,старый,7
отец,любимый,6
отец,ребенка,6
отец,семья,6
отец,дома,5
отец,друга,5
отец,детей,4
отец,и мать,4
отец,крестный,4
отец,отчим,4
отец,родитель,4
отец,сергий,4
отец,батя,3
отец,больной,3
отец,молодец,3
отец,одиночка,3
отец,отец,3
отец,пришел,3
отец,родители,3
отец,седой,3
отец,семьи,3
отец,сильный,3
отец,суровый,3
письмо,конверт,43
письмо,другу,22
письмо,матери,22
письмо,домой,20
письмо,долгожданное,17
письмо,длинное,15
письмо,друга,14
письмо,друг,10
письмо,к другу,9
письмо,радость,9
письмо,издалека,8
письмо,написать,8
письмо,от друга,8
письмо,из дома,7
письмо,маме,7
письмо,писать,7
письмо,любовное,6
письмо,получить,6
письмо,телеграмма,6
письмо,бумага,5
письмо,ждать,5
письмо,короткое,5
письмо,любимому,5
письмо,мое,5
письмо,ответ,5
письмо,отправить,5
письмо,отправлено,5
письмо,пришло,5
письмо,ручка,5
письмо,большое,4
письмо,заказное,4
письмо,мне,4
письмо,написано,4
письмо,открытка,4
письмо,подруге,4
письмо,хорошее,4
письмо,армия,3
письмо,дом,3
письмо,запечатанное,3
письмо,к брату,3
письмо,к матери,3
письмо,к съезду,3
письмо,на родину,3
письмо,незнакомки,3
письмо,ненаписанное,3
письмо,послание,3
родители,мои,65
родители,дети,59
родители,любимые,35
родители,мама,22
родители,дом,17
родители,предки,17
родители,уехали,14
родители,добрые,12
родители,хорошие,12
родители,родные,10
родители,мама= папа,9
родители,дома,8
родители,и дети,6
родители,любовь,6
родители,мой,6
родители,семья,6
родители,строгие,6
родители,дорогие,5
родители,жены,5
родители,люди,5
родители,мать,5
родители,мужа,5
родители,мучители,5
родители,надоели,5
родители,ребенка,5
родители,старые,5
родители,друзья,4
родители,живы,4
родители,любят,4
родители,папа и мама,4
родители,близкие,3
родители,водители,3
родители,воспитатели,3
родители,друга,3
родители,жизнь,3
родители,любящие,3
родители,мальчика,3
родители,мать и отец,3
родители,свои,3
родители,старики,3
взгляд,передача,31
взгляд,глаза,28
взгляд,в будущее,26
взгляд,на жизнь,19
взгляд,со стороны,14
взгляд,пристальный,13
взгляд,прямой,11
взгляд,глаз,9
взгляд,на вещи,9
взгляд,на мир,9
взгляд,косой,8
взгляд,телевизор,7
взгляд,телепередача,7
взгляд,исподлобья,6
взгляд,назад,6
взгляд,нежный,6
взгляд,программа,6
взгляд,пронзительный,6
взгляд,быстрый,5
взгляд,добрый,5
взгляд,тяжелый,5
взгляд,вдаль,4
взгляд,взор,4
взгляд,долгий,4
взгляд,из прошлого,4
взгляд,издалека,4
взгляд,острый,4
взгляд,в никуда,3
взгляд,вперед,3
взгляд,жизнь,3
взгляд,изнутри,3
взгляд,меткий,3
взгляд,насквозь,3
взгляд,печальный,3
взгляд,проницательный,3
взгляд,томный,3
взгляд,ясный,3
театр,большой,35
театр,кино,32
театр,спектакль,18
театр,кукол,14
театр,сатиры,12
театр,сцена,12
театр,драматический,11
театр,оперный,10
театр,теней,9
театр,юного зрителя,9
театр,драмы,8
театр,на таганке,8
театр,абсурда,7
театр,актер,6
театр,вешалка,6
театр,малый,6
театр,балет,5
театр,действий,5
театр,жизнь,5
театр,культура,5
театр,одного актера,5
театр,оперы и балета,5
театр,билет,4
театр,кукольный,4
театр,ложа,4
театр,миниатюр,4
театр,опера,4
театр,оперетты,4
театр,дом,3
театр,драма,3
театр,занавес,3
театр,красиво,3
театр,красивый,3
театр,мод,3
театр,оперы,3
сила,воли,8
сила,духа,7
сила,есть= ума не надо,6
сила,тяжести,4
сила,большая,3
сила,тока,3
сила,ум,3
образование,высшее,60
образование,среднее,9
образование,школа,5
образование,институт,4
образование,учение,4
наука,и жизнь,29
наука,побеждать,18
наука,жизнь,17
наука,точная,15
наука,скука,14
наука,физика,13
наука,знание,11
наука,и техника,11
наука,интересная,10
наука,о языке,10
наука,жизни,9
наука,математика,9
наука,мука,9
наука,советская,9
наука,техника,9
наука,трудная,8
наука,ученый,8
наука,искусство,7
наука,свет,7
наука,химия,7
наука,прогресс,6
наука,учение,6
наука,важная,5
наука,знания,5
наука,институт,5
наука,о природе,5
наука,о человеке,5
наука,профессор,5
наука,сложная,5
наука,биология,4
наука,жить,4
наука,журнал,4
наука,и искусство,4
наука,передовая,4
наука,религия,4
наука,теория,4
наука,труд,4
наука,книги,3
наука,о жизни,3
наука,скучная,3
наука,страсти нежной,3
наука,учиться,3
наука,филология,3
наука,философия,3
наука,экономика,3
роль,актер,9
роль,главная,7
роль,играть,6
роль,театр,5
роль,артиста,3
роль,в кино,3
роль,в театре,3
роль,пароль,3
роль,партии,3
весна,красна,85
весна,пришла,69
весна,ранняя,32
весна,лето,25
весна,солнце,20
весна,любовь,18
весна,теплая,17
весна,осень,16
весна,зима,13
весна,тепло,13
весна,идет,12
весна,цветы,12
весна,прекрасная,8
весна,холодная,8
весна,на улице,7
весна,долгожданная,6
весна,зелень,6
весна,любви,6
весна,на заречной улице,5
весна,наступила,5
весна,вода,4
весна,красная,4
весна,время года,3
весна,долгая,3
весна,лужи,3
весна,поздняя,3
весна,прекрасна,3
весна,прекрасно,3
весна,радость,3
весна,ручьи,3
радость,большая,8
радость,горе,5
радость,счастье,5
радость,встречи,3
радость,моя,3
радость,улыбка,3
смысл,жизни,35
смысл,слова,6
смысл,глубокий,3
спорт,здоровье,9
спорт,бег,4
спорт,для всех,4
спорт,большой,3
спорт,заниматься,3
спорт,футбол,3
борьба,дзюдо,31
борьба,вольная,30
борьба,за жизнь,30
борьба,за мир,30
борьба,самбо,29
борьба,за власть,25
борьба,классическая,15
борьба,с собой,14
борьба,драка,12
борьба,бокс,10
борьба,жизнь,10
борьба,миров,9
борьба,насмерть,9
борьба,классов,8
борьба,война,7
борьба,за существование,7
борьба,карате,7
борьба,идей,6
борьба,классовая,6
борьба,спорт,6
борьба,за выживание,5
борьба,народов,5
борьба,с пьянством,5
борьба,со злом,5
борьба,схватка,5
борьба,умов,5
борьба,вид спорта,4
борьба,жестокая,4
борьба,ковер,4
борьба,революция,4
борьба,с врагом,4
борьба,долгая,3
борьба,за идею,3
борьба,мир,3
борьба,на ринге,3
борьба,не на жизнь= а на смерть,3
борьба,победа,3
борьба,ринг,3
борьба,свобода,3
борьба,сила,3
борьба,смерть,3
борьба,сражение,3
борьба,упорная,3
цветок,красивый,58
цветок,роза,39
цветок,красный,19
цветок,ромашка,18
цветок,жизни,17
цветок,в пыли,14
цветок,любви,11
цветок,прекрасный,11
цветок,тюльпан,11
цветок,аленький,10
цветок,алый,10
цветок,кактуса,9
цветок,полевой,8
цветок,розы,8
цветок,белый,7
цветок,душистый,7
цветок,любимый,7
цветок,лепесток,6
цветок,желтый,5
цветок,завял,5
цветок,запах,5
цветок,красота,5
цветок,лотос,5
цветок,голубой,4
цветок,дерево,4
цветок,кактус,4
цветок,ландыш,4
цветок,лилия,4
цветок,растение,4
цветок,яркий,4
цветок,букет,3
цветок,василек,3
цветок,жасмина,3
цветок,красиво,3
цветок,лист,3
цветок,лотоса,3
цветок,нарцисс,3
цветок,нежность,3
цветок,растет,3
цветок,ребенок,3
цветок,розовый,3
природа,мать,69
природа,лес,34
природа,родная,21
природа,красивая,19
природа,и мы,11
природа,живая,10
природа,красота,9
природа,прекрасна,8
природа,прекрасная,8
природа,человек,8
природа,богатая,7
природа,дерево,7
природа,погода,7
природа,экология,7
природа,и человек,5
природа,края,5
природа,русская,5
природа,гибнет,4
природа,девственная,4
природа,деревня,4
природа,жизнь,4
природа,матушка,4
природа,береза,3
природа,воздух,3
природа,загубленная,3
природа,зеленая,3
природа,красиво,3
природа,охрана,3
природа,охранять,3
природа,урала,3
природа,цветущая,3
врач,терапевт,32
врач,хирург,26
врач,доктор,24
врач,зубной,20
врач,халат,20
врач,хороший,16
врач,больной,14
врач,белый халат,13
врач,стоматолог,13
врач,плохой,12
врач,детский,11
врач,педиатр,11
врач,гинеколог,10
врач,лечит,9
врач,грач,8
врач,окулист,8
врач,белый,7
врач,лечащий,7
врач,добрый,6
врач,опытный,6
врач,боль,5
врач,больница,5
врач,зубы,5
врач,лечить,5
врач,психиатр,5
врач,внимательный,4
врач,мама,4
врач,медсестра,4
врач,пациент,4
врач,пришел,4
врач,специалист,4
врач,участковый,4
врач,исцелитель,3
врач,лекарь,3
врач,молодой,3
мать,отец,65
мать,родная,64
мать,моя,37
мать,любимая,20
мать,добрая,17
мать,героиня,14
мать,женщина,14
мать,родина,13
мать,твою,13
мать,мама,12
мать,дочь,10
мать,и мачеха,9
мать,дорогая,8
мать,горький,7
мать,семья,7
мать,любовь,6
мать,горького,5
мать,хорошая,5
мать,друга,4
мать,жизнь,4
мать,земля,4
мать,и отец,4
мать,тепло,4
мать,героя,3
мать,дом,3
мать,единственная,3
мать,мария,3
мать,мачеха,3
мать,моя мама,3
мать,одна,3
мать,родной человек,3
мать,старушка,3
мать,сын,3
точка,запятая,96
точка,отсчета,91
точка,опоры,60
точка,зрения,42
точка,конец,25
точка,тире,16
точка,над и,6
точка,в предложении,5
точка,жирная,5
точка,знак,5
точка,отсчет,5
точка,прикосновения,4
точка,прямая,4
точка,с запятой,4
точка,в конце,3
точка,все,3
точка,дочка,3
точка,соприкосновения,3
точка,тетрадь,3
точка,черный,3
экономика,должна быть экономной,53
экономика,страны,40
экономика,экономная,31
экономика,политика,27
экономика,наука,16
экономика,деньги,9
экономика,хозяйство,9
экономика,развалена,7
экономика,должна быть,6
экономика,развал,6
экономика,социализма,6
экономика,экономный,6
экономика,государство,5
экономика,перестройка,5
экономика,плохая,5
экономика,рыночная,5
экономика,экономить,5
экономика,экономка,5
экономика,экономна,5
экономика,в развале,4
экономика,и политика,4
экономика,развалившаяся,4
экономика,развитая,4
экономика,рынок,4
экономика,слабая,4
экономика,социалистическая,4
экономика,строительства,4
экономика,труда,4
экономика,хозяйства,4
экономика,в упадке,3
экономика,государства,3
экономика,жизнь,3
экономика,застоя,3
экономика,и нравственность,3
экономика,математика,3
экономика,отсталая,3
экономика,продукты,3
экономика,разваливающаяся,3
экономика,развивается,3
экономика,семьи,3
экономика,цифры,3
стол,стул,86
стол,круглый,46
стол,письменный,37
стол,деревянный,28
стол,обеденный,20
стол,накрыт,17
стол,большой,13
стол,дерево,13
стол,дубовый,11
стол,еда,11
стол,накрытый,11
стол,стоит,10
стол,заказов,9
стол,обед,9
стол,полированный,8
стол,квадратный,6
стол,пол,6
стол,грязный,4
стол,журнальный,4
стол,кухонный,4
стол,ножки,4
стол,и стул,3
стол,праздничный,3
стол,рабочий,3
стол,раскроя,3
стол,тумба,3
брат,сестра,104
брат,родной,67
брат,мой,50
брат,старший,49
брат,друг,14
брат,младший,10
брат,сват,10
брат,любимый,9
брат,по крови,8
брат,двоюродный,7
брат,друга,5
брат,жены,5
брат,хороший,5
брат,мужчина,4
брат,родственник,4
брат,сестры,4
брат,близкий,3
брат,враг,3
брат,и сестра,3
брат,мальчик,3
брат,названый,3
брат,нет,3
брат,опора,3
брат,парень,3
брат,родня,3
брат,сводный,3
брат,средний,3
секрет,тайна,34
секрет,фирмы,6
секрет,большой,5
секрет,молодости,3
труд,работа,53
труд,тяжелый,45
труд,мир,14
труд,облагораживает,13
труд,ударный,13
труд,лень,12
труд,май,12
труд,мир= май,11
труд,на благо,11
труд,непосильный,9
труд,полезный,9
труд,напрасный,8
труд,адский,7
труд,дело,6
труд,каторжный,6
труд,легкий,6
труд,лопата,6
труд,радость,6
труд,упорный,6
труд,газета,5
труд,добросовестный,5
труд,обязанность,5
труд,отдых,5
труд,честный,5
труд,бесполезный,4
труд,людей,4
труд,мирный,4
труд,молоток,4
труд,пруд,4
труд,работать,4
труд,радостный,4
труд,ратный,4
труд,усталость,4
труд,физический,4
труд,человека,4
труд,безделье,3
труд,бесплатный,3
труд,благо,3
труд,великий,3
труд,впустую,3
труд,деятельность,3
труд,доблестный,3
труд,земля,3
труд,коммунистический,3
труд,на благо родины,3
труд,необходим,3
труд,общественный,3
труд,подневольный,3
труд,производительный,3
труд,рабочий,3
труд,руки,3
труд,свободный,3
труд,созидательный,3
труд,умственный,3
труд,урок,3
труд,хорошо,3
мальчик,с пальчик,124
мальчик,девочка,76
мальчик,маленький,52
мальчик,хороший,12
мальчик,ребенок,10
мальчик,сын,7
мальчик,умный,6
мальчик,большой,5
мальчик,красивый,5
мальчик,мой,5
мальчик,пальчик,5
мальчик,плачет,5
мальчик,симпатичный,5
мальчик,хулиган,5
мальчик,шорты,5
мальчик,милый,4
мальчик,веселый,3
мальчик,мяч,3
мальчик,послушный,3
мальчик,смелый,3
мальчик,ученик,3
мальчик,школьник,3
край,родной,160
край,света,38
край,земли,30
край,далекий,15
край,родина,13
край,стола,11
край,обрыв,10
край,конец,9
край,любимый,9
край,область,9
край,земля,6
край,пропасти,6
край,наш,5
край,родимый,5
край,середина,5
край,дальний,4
край,май,4
край,необъятный,4
край,острый,4
край,рай,4
край,бездны,3
край,богатый,3
край,вселенной,3
край,мой,3
край,уральский,3
студент,бедный,51
студент,заочник,33
студент,институт,23
студент,голодный,18
студент,вечный,15
студент,отличник,14
студент,умный,11
студент,университета,11
студент,учащийся,11
студент,веселый,9
студент,медик,9
студент,преподаватель,9
студент,филолог,9
студент,человек,9
студент,я,8
студент,молодой,7
студент,мученик,7
студент,сессия,7
студент,учится,7
студент,абитуриент,6
студент,учиться,6
студент,хорошо,6
студент,вуз,5
студент,института,5
студент,нерадивый,5
студент,очки,5
студент,первокурсник,5
студент,стипендия,5
студент,студентка,5
студент,ученик,5
студент,школьник,5
студент,бедняга,4
студент,вуза,4
студент,лентяй,4
студент,молодой человек,4
студент,нищий,4
студент,учащийся вуза,4
студент,экзамен,4
студент,двоечник,3
студент,дурак,3
студент,ленивый,3
студент,мгу,3
студент,практикант,3
студент,профессор,3
студент,университет,3
студент,хороший,3
ошибка,молодости,64
ошибка,роковая,37
ошибка,резидента,30
ошибка,грубая,23
ошибка,глупая,15
ошибка,двойка,12
ошибка,в диктанте,8
ошибка,в жизни,8
ошибка,жизни,8
ошибка,моя,8
ошибка,исправление,7
ошибка,в тексте,6
ошибка,непоправимая,6
ошибка,исправить,5
ошибка,случайная,5
ошибка,тетрадь,5
ошибка,бывает,4
ошибка,в работе,4
ошибка,в расчетах,4
ошибка,в тетради,4
ошибка,допущена,4
ошибка,досада,4
ошибка,исправлена,4
ошибка,неправильно,4
ошибка,природы,4
ошибка,студента,4
ошибка,большая,3
ошибка,в слове,3
ошибка,вышла,3
ошибка,диктант,3
ошибка,друга,3
ошибка,красный,3
ошибка,молодость,3
ошибка,незначительная,3
ошибка,неисправимая,3
ошибка,неудача,3
ошибка,плохо,3
ошибка,правильно,3
ошибка,сделана,3
ошибка,юности,3
окно,спальни,45
окно,дверь,41
окно,в мир,39
окно,в европу,35
окно,открыто,29
окно,большое,18
окно,стекло,15
окно,рама,13
окно,улица,12
окно,чистое,11
окно,в спальню,10
окно,свет,9
окно,в сад,8
окно,открытое,7
окно,открыть,7
окно,светлое,7
окно,в спальне,5
окно,солнце,5
окно,широкое,5
окно,ветер,4
окно,вид,4
окно,воздух,4
окно,дом,4
окно,на улицу,4
окно,спальня,4
окно,форточка,4
окно,в комнате,3
окно,грязное,3
окно,дома,3
окно,закрыто,3
окно,мир,3
окно,небо,3
окно,распахнуто,3
окно,сад,3
окно,смотреть,3
производство,завод,12
производство,машин,6
производство,стали,4
производство,бумаги,3
производство,работа,3
свидание,встреча,37
свидание,первое,18
свидание,с любимым,18
свидание,с другом,16
свидание,долгожданное,15
свидание,позднее,12
свидание,деловое,11
свидание,любовь,11
свидание,с любимой,11
свидание,разлука,10
свидание,часы,10
свидание,вечером,9
свидание,с девушкой,9
свидание,цветы,9
свидание,любовное,8
свидание,ночью,8
свидание,вечер,7
свидание,радость,7
свидание,девушка,6
свидание,назначить,6
свидание,под часами,6
свидание,друг,5
свидание,ожидание,5
свидание,под луной,5
свидание,расставание,5
свидание,с милым,5
свидание,с тобой,5
свидание,тайное,5
свидание,женщина,4
свидание,любимый,4
свидание,наедине,4
свидание,назначено,4
свидание,скорое,4
свидание,последнее,3
свидание,с мужчиной,3
свидание,с ней,3
свидание,с ним,3
свидание,скоро,3
свидание,тет-а-тет,3
свидание,фонтан,3
дверь,открыта,50
дверь,закрыта,28
дверь,окно,27
дверь,открытая,22
дверь,скрипучая,15
дверь,открыть,13
дверь,деревянная,12
дверь,заперта,11
дверь,белая,10
дверь,закрытая,10
дверь,в никуда,9
дверь,закрыть,9
дверь,замок,8
дверь,в комнату,7
дверь,входная,7
дверь,ручка,7
дверь,стена,7
дверь,в дом,6
дверь,дубовая,6
дверь,закрыто,6
дверь,скрипит,6
дверь,большая,5
дверь,дом,5
дверь,железная,5
дверь,зверь,5
дверь,выход,4
дверь,на улицу,4
дверь,обитая,4
дверь,тверь,4
дверь,в будущее,3
дверь,вход,3
дверь,дома,3
дверь,ключ,3
дверь,комната,3
дверь,на балкон,3
дверь,настежь,3
дверь,открылась,3
дверь,скрип,3
удовольствие,дорогое,47
удовольствие,получать,44
удовольствие,большое,29
удовольствие,получить,26
удовольствие,огромное,23
удовольствие,радость,23
удовольствие,наслаждение,22
удовольствие,приятно,12
удовольствие,приятное,12
удовольствие,кайф,11
удовольствие,полное,11
удовольствие,хорошо,9
удовольствие,отдых,8
удовольствие,мороженое,7
удовольствие,жизнь,6
удовольствие,счастье,6
удовольствие,блаженство,5
удовольствие,жить,5
удовольствие,праздник,5
удовольствие,прекрасно,5
удовольствие,еда,4
удовольствие,ниже среднего,4
удовольствие,растягивать,4
удовольствие,сомнительное,4
удовольствие,удовлетворение,4
удовольствие,улыбка,4
удовольствие,хорошее,4
удовольствие,бесплатное,3
удовольствие,воля,3
удовольствие,испытывать,3
удовольствие,растянуть,3
удовольствие,секс,3
удовольствие,сладкий,3
удовольствие,сладость,3
удовольствие,читать,3
кровь,красная,92
кровь,алая,24
кровь,горячая,14
кровь,рана,13
кровь,голубая,12
кровь,донор,11
кровь,красный,11
кровь,с молоком,11
кровь,из носа,10
кровь,за кровь,8
кровь,родная,8
кровь,бровь,7
кровь,донора,7
кровь,из носу,7
кровь,моя,7
кровь,течет,6
кровь,густая,5
кровь,жидкость,5
кровь,любовь,5
кровь,боль,4
кровь,больница,4
кровь,вода,4
кровь,группа,4
кровь,лимфа,4
кровь,людская,4
кровь,свернулась,4
кровь,смерть,4
кровь,жила,3
кровь,красное,3
кровь,пить,3
кровь,плазма,3
кровь,рука,3
кровь,сдавать,3
кровь,сдать,3
кровь,страх,3
кровь,стынет,3
кровь,теплая,3
кровь,чужая,3
